model,title,price,rating,reviews
lamp,,"$29.96,$32.99",,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,"Simple Designs LT2013-WHT Mini Basic Sand Nickel Table Lamp with Fabric Shade, White","$11.00,$19.99",4.0 out of 5 stars,"8,307"
lamp,,,,
lamp,"Simple Designs LT2013-WHT Mini Basic Sand Nickel Table Lamp with Fabric Shade, White","$11.00,$19.99",4.0 out of 5 stars,"8,307"
lamp,"Simple Designs LT2013-WHT Mini Basic Sand Nickel Table Lamp with Fabric Shade, White",,,
lamp,,,4.0 out of 5 stars,"8,307"
lamp,,"$11.00,$19.99",,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,"Simple Designs LF1014-BLK 62.5"" Modern Etagere Organizer Storage 3 Shelf Floor Lamp with White Linen Fabric Shade for Home Décor, Office, Study, Bedroom, Living Room, Dining Room, Black","$40.99,$49.99",4.4 out of 5 stars,"27,245"
lamp,,,,
lamp,"Simple Designs LF1014-BLK 62.5"" Modern Etagere Organizer Storage 3 Shelf Floor Lamp with White Linen Fabric Shade for Home Décor, Office, Study, Bedroom, Living Room, Dining Room, Black","$40.99,$49.99",4.4 out of 5 stars,"27,245"
lamp,"Simple Designs LF1014-BLK 62.5"" Modern Etagere Organizer Storage 3 Shelf Floor Lamp with White Linen Fabric Shade for Home Décor, Office, Study, Bedroom, Living Room, Dining Room, Black",,,
lamp,,,4.4 out of 5 stars,"27,245"
lamp,,"$40.99,$49.99",,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,"Simple Designs LT2009-GRY Mini Egg Oval Ceramic Table Lamp, Gray 5.51 x 5.51 x 9.45","$11.99,$19.99",3.8 out of 5 stars,"3,183"
lamp,,,,
lamp,"Simple Designs LT2009-GRY Mini Egg Oval Ceramic Table Lamp, Gray 5.51 x 5.51 x 9.45","$11.99,$19.99",3.8 out of 5 stars,"3,183"
lamp,"Simple Designs LT2009-GRY Mini Egg Oval Ceramic Table Lamp, Gray 5.51 x 5.51 x 9.45",,,
lamp,,,3.8 out of 5 stars,"3,183"
lamp,,"$11.99,$19.99",,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,"Regency Hill Regio Traditional Urn-Shaped Table Lamp 25.5"" High Aged Brown Carved Acanthus Leaf Tan Sheer Fabric Square Bell Shade for Living Room Bedroom House Bedside Nightstand Home",,4.6 out of 5 stars,240
lamp,,,,
